Touch Area (mm²),Pressure (force),Age Group
232,1.12,Teen
320,1.45,Teen
250,1.32,Teen
133,0.73,Child
504,2.58,Adult
598,2.9,Adult
138,0.64,Child
106,0.55,Child
131,0.72,Child
644,3.09,Adult
544,2.64,Adult
137,0.75,Child
497,2.51,Adult
231,1.21,Teen
259,1.17,Teen
457,2.24,Adult
325,1.64,Teen
497,2.36,Adult
260,1.42,Teen
116,0.5,Child
641,3.16,Adult
567,2.92,Adult
457,2.2,Adult
121,0.65,Child
317,1.66,Teen
576,2.88,Adult
568,2.95,Adult
113,0.58,Child
592,2.98,Adult
586,3.03,Adult
594,3.11,Adult
263,1.41,Teen
119,0.62,Child
465,2.44,Adult
328,1.63,Teen
285,1.33,Teen
108,0.59,Child
99,0.44,Child
129,0.7,Child
262,1.33,Teen
120,0.65,Child
286,1.33,Teen
245,1.19,Teen
126,0.56,Child
116,0.55,Child
115,0.57,Child
318,1.51,Teen
468,2.35,Adult
278,1.47,Teen
131,0.69,Child
311,1.47,Teen
267,1.41,Teen
505,2.53,Adult
496,2.53,Adult
285,1.35,Teen
283,1.45,Teen
139,0.59,Child
100,0.55,Child
85,0.41,Child
269,1.45,Teen
134,0.68,Child
577,2.99,Adult
294,1.58,Teen
232,1.24,Teen
134,0.63,Child
615,3.23,Adult
568,2.8,Adult
450,2.22,Adult
282,1.44,Teen
109,0.51,Child
93,0.41,Child
90,0.44,Child
284,1.47,Teen
505,2.65,Adult
508,2.6,Adult
527,2.57,Adult
127,0.54,Child
233,1.1,Teen
130,0.64,Child
70,0.37,Child
466,2.24,Adult
302,1.56,Teen
129,0.73,Child
586,2.79,Adult
106,0.49,Child
73,0.42,Child
275,1.43,Teen
287,1.4,Teen
259,1.35,Teen
260,1.21,Teen
108,0.57,Child
552,2.85,Adult
260,1.3,Teen
139,0.64,Child
109,0.61,Child
259,1.38,Teen
316,1.44,Teen
315,1.5,Teen
247,1.19,Teen
245,1.32,Teen
106,0.61,Child
289,1.48,Teen
482,2.33,Adult
84,0.46,Child
137,0.66,Child
591,2.9,Adult
134,0.7,Child
580,2.97,Adult
578,2.96,Adult
256,1.28,Teen
469,2.28,Adult
234,1.17,Teen
138,0.59,Child
72,0.36,Child
322,1.68,Teen
563,2.82,Adult
136,0.6,Child
253,1.21,Teen
132,0.69,Child
138,0.65,Child
232,1.27,Teen
257,1.17,Teen
291,1.41,Teen
97,0.47,Child
455,2.22,Adult
288,1.34,Teen
94,0.46,Child
514,2.66,Adult
290,1.55,Teen
290,1.45,Teen
134,0.72,Child
296,1.58,Teen
115,0.54,Child
82,0.38,Child
125,0.72,Child
284,1.37,Teen
276,1.33,Teen
71,0.35,Child
259,1.39,Teen
121,0.57,Child
241,1.26,Teen
630,3.19,Adult
639,3.16,Adult
300,1.44,Teen
587,2.86,Adult
615,2.94,Adult
88,0.44,Child
114,0.52,Child
476,2.49,Adult
77,0.35,Child
577,3.03,Adult
320,1.64,Teen
249,1.36,Teen
533,2.57,Adult
134,0.62,Child
479,2.48,Adult
275,1.35,Teen
241,1.25,Teen
549,2.61,Adult
266,1.31,Teen
117,0.58,Child
307,1.59,Teen
124,0.66,Child
599,2.97,Adult
95,0.46,Child
635,3.06,Adult
569,2.96,Adult
120,0.6,Child
72,0.35,Child
124,0.65,Child
296,1.46,Teen
242,1.26,Teen
76,0.38,Child
477,2.44,Adult
97,0.42,Child
96,0.5,Child
257,1.23,Teen
99,0.46,Child
84,0.47,Child
246,1.19,Teen
515,2.53,Adult
123,0.55,Child
119,0.68,Child
266,1.3,Teen
283,1.39,Teen
565,2.75,Adult
479,2.4,Adult
546,2.64,Adult
522,2.65,Adult
275,1.48,Teen
251,1.17,Teen
116,0.51,Child
118,0.5,Child
92,0.4,Child
273,1.24,Teen
112,0.59,Child
506,2.65,Adult
256,1.36,Teen
280,1.46,Teen
105,0.52,Child
531,2.54,Adult
231,1.1,Teen
520,2.64,Adult
513,2.49,Adult
495,2.53,Adult
326,1.62,Teen
234,1.11,Teen
480,2.52,Adult
257,1.23,Teen
597,3.02,Adult
498,2.53,Adult
240,1.13,Teen
98,0.5,Child
115,0.54,Child
635,3.03,Adult
526,2.53,Adult
314,1.7,Teen
80,0.45,Child
111,0.5,Child
460,2.34,Adult
276,1.34,Teen
320,1.65,Teen
275,1.5,Teen
123,0.62,Child
453,2.34,Adult
139,0.71,Child
313,1.47,Teen
130,0.64,Child
522,2.64,Adult
581,3.03,Adult
639,3.3,Adult
293,1.35,Teen
628,3.23,Adult
92,0.46,Child
123,0.66,Child
330,1.62,Teen
264,1.44,Teen
85,0.41,Child
239,1.3,Teen
645,3.1,Adult
272,1.49,Teen
101,0.44,Child
236,1.14,Teen
635,3.26,Adult
603,3.06,Adult
130,0.67,Child
564,2.7,Adult
91,0.47,Child
454,2.36,Adult
577,2.89,Adult
266,1.43,Teen
74,0.35,Child
542,2.73,Adult
303,1.63,Teen
126,0.67,Child
276,1.36,Teen
78,0.43,Child
577,2.95,Adult
107,0.52,Child
93,0.49,Child
73,0.41,Child
613,3.06,Adult
457,2.2,Adult
286,1.35,Teen
538,2.75,Adult
554,2.71,Adult
328,1.58,Teen
120,0.59,Child
80,0.45,Child
528,2.52,Adult
131,0.73,Child
258,1.33,Teen
638,3.3,Adult
85,0.43,Child
548,2.68,Adult
126,0.66,Child
629,3.19,Adult
308,1.5,Teen
125,0.66,Child
596,3.1,Adult
281,1.27,Teen
595,2.9,Adult
111,0.55,Child
263,1.43,Teen
634,3.3,Adult
261,1.33,Teen
105,0.58,Child
260,1.3,Teen
119,0.59,Child
528,2.52,Adult
78,0.39,Child
112,0.52,Child
134,0.6,Child
316,1.68,Teen
74,0.39,Child
123,0.63,Child
303,1.63,Teen
92,0.49,Child
246,1.33,Teen
256,1.37,Teen
608,3.18,Adult
122,0.7,Child
115,0.56,Child
239,1.1,Teen
129,0.67,Child
459,2.33,Adult
457,2.32,Adult
522,2.52,Adult
83,0.4,Child
590,3.03,Adult
489,2.41,Adult
251,1.33,Teen
78,0.42,Child
561,2.7,Adult
241,1.29,Teen
93,0.42,Child
233,1.19,Teen
582,3.05,Adult
242,1.28,Teen
569,2.75,Adult
73,0.35,Child
600,2.96,Adult
108,0.59,Child
464,2.23,Adult
573,2.78,Adult
103,0.5,Child
106,0.56,Child
467,2.35,Adult
92,0.46,Child
621,3.14,Adult
598,2.9,Adult
122,0.67,Child
102,0.47,Child
629,3.08,Adult
316,1.5,Teen
502,2.52,Adult
124,0.57,Child
588,2.82,Adult
524,2.68,Adult
646,3.13,Adult
585,3.07,Adult
278,1.32,Teen
101,0.56,Child
518,2.54,Adult
89,0.47,Child
127,0.55,Child
497,2.52,Adult
297,1.49,Teen
288,1.56,Teen
487,2.47,Adult
568,2.85,Adult
516,2.57,Adult
304,1.58,Teen
295,1.59,Teen
455,2.37,Adult
578,2.86,Adult
556,2.83,Adult
275,1.36,Teen
646,3.25,Adult
456,2.3,Adult
129,0.58,Child
315,1.7,Teen
589,2.85,Adult
484,2.32,Adult
320,1.59,Teen
86,0.48,Child
585,3.03,Adult
137,0.71,Child
84,0.4,Child
523,2.74,Adult
277,1.4,Teen
273,1.5,Teen
522,2.54,Adult
241,1.21,Teen
269,1.29,Teen
248,1.25,Teen
279,1.5,Teen
623,3.05,Adult
625,3.22,Adult
524,2.58,Adult
243,1.1,Teen
276,1.49,Teen
232,1.24,Teen
591,2.86,Adult
121,0.61,Child
526,2.63,Adult
98,0.47,Child
566,2.8,Adult
317,1.52,Teen
116,0.65,Child
325,1.75,Teen
94,0.51,Child
96,0.47,Child
134,0.59,Child
126,0.56,Child
321,1.66,Teen
277,1.38,Teen
326,1.48,Teen
101,0.53,Child
525,2.63,Adult
303,1.57,Teen
290,1.5,Teen
642,3.27,Adult
636,3.12,Adult
237,1.29,Teen
636,3.3,Adult
79,0.37,Child
134,0.73,Child
599,2.9,Adult
268,1.47,Teen
536,2.64,Adult
98,0.55,Child
484,2.49,Adult
528,2.7,Adult
521,2.48,Adult
649,3.3,Adult
93,0.5,Child
83,0.41,Child
258,1.38,Teen
453,2.2,Adult
100,0.44,Child
250,1.18,Teen
315,1.49,Teen
96,0.52,Child
621,3.08,Adult
290,1.5,Teen
84,0.45,Child
301,1.52,Teen
244,1.25,Teen
109,0.55,Child
477,2.47,Adult
549,2.76,Adult
323,1.55,Teen
510,2.66,Adult
315,1.65,Teen
283,1.39,Teen
121,0.56,Child
526,2.59,Adult
597,2.88,Adult
284,1.3,Teen
113,0.53,Child
454,2.35,Adult
132,0.6,Child
576,2.79,Adult
76,0.35,Child
107,0.54,Child
582,2.85,Adult
306,1.52,Teen
477,2.49,Adult
105,0.53,Child
98,0.54,Child
521,2.52,Adult
238,1.26,Teen
453,2.36,Adult
283,1.33,Teen
317,1.64,Teen
138,0.69,Child
84,0.43,Child
585,3.06,Adult
329,1.54,Teen
137,0.63,Child
247,1.26,Teen
264,1.26,Teen
112,0.49,Child
618,3.07,Adult
281,1.54,Teen
502,2.46,Adult
617,3.23,Adult
272,1.4,Teen
88,0.39,Child
103,0.54,Child
540,2.72,Adult
639,3.11,Adult
78,0.39,Child
283,1.44,Teen
100,0.48,Child
291,1.48,Teen
260,1.25,Teen
511,2.47,Adult
72,0.35,Child
285,1.42,Teen
538,2.69,Adult
113,0.51,Child
296,1.34,Teen
535,2.55,Adult
505,2.45,Adult
519,2.6,Adult
304,1.45,Teen
312,1.53,Teen
89,0.43,Child
300,1.42,Teen
242,1.24,Teen
311,1.59,Teen
579,2.78,Adult
122,0.53,Child
238,1.27,Teen
596,3.12,Adult
306,1.56,Teen
264,1.37,Teen
87,0.42,Child
105,0.5,Child
308,1.48,Teen
92,0.46,Child
95,0.54,Child
603,2.93,Adult
129,0.58,Child
255,1.21,Teen
120,0.67,Child
130,0.74,Child
101,0.52,Child
246,1.19,Teen
97,0.52,Child
252,1.14,Teen
89,0.46,Child
508,2.63,Adult
604,2.96,Adult
330,1.58,Teen
310,1.48,Teen
262,1.36,Teen
117,0.53,Child
527,2.52,Adult
292,1.37,Teen
288,1.33,Teen
126,0.6,Child
534,2.63,Adult
121,0.55,Child
311,1.46,Teen
242,1.25,Teen
129,0.74,Child
560,2.92,Adult
127,0.73,Child
644,3.25,Adult
93,0.46,Child
102,0.59,Child
239,1.3,Teen
232,1.24,Teen
493,2.43,Adult
78,0.41,Child
107,0.56,Child
98,0.45,Child
113,0.57,Child
100,0.49,Child
500,2.39,Adult
132,0.72,Child
506,2.62,Adult
597,2.92,Adult
77,0.43,Child
113,0.57,Child
625,3.17,Adult
237,1.14,Teen
71,0.36,Child
463,2.2,Adult
259,1.37,Teen
107,0.59,Child
466,2.38,Adult
283,1.54,Teen
138,0.64,Child
135,0.75,Child
135,0.73,Child
303,1.37,Teen
107,0.59,Child
538,2.73,Adult
632,3.26,Adult
314,1.69,Teen
287,1.31,Teen
138,0.75,Child
566,2.81,Adult
573,3.01,Adult
255,1.27,Teen
596,2.87,Adult
127,0.62,Child
475,2.49,Adult
566,2.7,Adult
463,2.38,Adult
236,1.2,Teen
248,1.27,Teen
115,0.57,Child
100,0.46,Child
136,0.73,Child
86,0.47,Child
241,1.2,Teen
231,1.19,Teen
287,1.42,Teen
75,0.35,Child
280,1.45,Teen
138,0.75,Child
305,1.52,Teen
117,0.53,Child
85,0.42,Child
253,1.26,Teen
137,0.63,Child
567,2.94,Adult
316,1.49,Teen
103,0.45,Child
300,1.55,Teen
268,1.38,Teen
259,1.18,Teen
540,2.62,Adult
632,3.12,Adult
232,1.1,Teen
563,2.95,Adult
82,0.41,Child
262,1.38,Teen
617,2.99,Adult
603,3.12,Adult
471,2.38,Adult
91,0.44,Child
607,3.15,Adult
580,2.83,Adult
89,0.44,Child
271,1.31,Teen
476,2.49,Adult
564,2.92,Adult
115,0.57,Child
538,2.72,Adult
131,0.62,Child
462,2.25,Adult
107,0.48,Child
74,0.35,Child
249,1.3,Teen
501,2.43,Adult
121,0.6,Child
253,1.24,Teen
629,3.18,Adult
517,2.71,Adult
126,0.57,Child
313,1.6,Teen
115,0.59,Child
315,1.61,Teen
261,1.35,Teen
302,1.56,Teen
278,1.45,Teen
310,1.45,Teen
94,0.52,Child
454,2.33,Adult
497,2.43,Adult
107,0.48,Child
98,0.45,Child
299,1.61,Teen
589,3.01,Adult
71,0.39,Child
134,0.75,Child
137,0.62,Child
476,2.41,Adult
534,2.78,Adult
275,1.37,Teen
85,0.37,Child
317,1.45,Teen
103,0.49,Child
269,1.4,Teen
278,1.39,Teen
565,2.72,Adult
526,2.54,Adult
556,2.89,Adult
304,1.54,Teen
80,0.38,Child
461,2.38,Adult
134,0.59,Child
258,1.39,Teen
458,2.23,Adult
257,1.25,Teen
133,0.68,Child
251,1.19,Teen
322,1.67,Teen
608,3.12,Adult
321,1.45,Teen
99,0.45,Child
92,0.44,Child
126,0.64,Child
73,0.36,Child
646,3.28,Adult
296,1.62,Teen
328,1.54,Teen
275,1.37,Teen
541,2.75,Adult
70,0.35,Child
288,1.52,Teen
276,1.3,Teen
97,0.49,Child
520,2.6,Adult
582,2.92,Adult
469,2.24,Adult
76,0.4,Child
115,0.65,Child
86,0.4,Child
302,1.61,Teen
323,1.66,Teen
482,2.51,Adult
233,1.13,Teen
606,3.12,Adult
589,2.94,Adult
299,1.6,Teen
130,0.73,Child
75,0.37,Child
592,2.95,Adult
603,2.98,Adult
323,1.49,Teen
617,3.19,Adult
95,0.43,Child
273,1.27,Teen
81,0.43,Child
78,0.37,Child
457,2.39,Adult
256,1.18,Teen
648,3.16,Adult
133,0.74,Child
526,2.63,Adult
489,2.33,Adult
629,3.0,Adult
318,1.46,Teen
507,2.6,Adult
255,1.28,Teen
521,2.48,Adult
300,1.36,Teen
111,0.49,Child
88,0.48,Child
271,1.36,Teen
531,2.58,Adult
234,1.12,Teen
294,1.41,Teen
113,0.63,Child
260,1.2,Teen
505,2.57,Adult
310,1.7,Teen
110,0.51,Child
246,1.27,Teen
641,3.05,Adult
127,0.65,Child
622,3.06,Adult
494,2.51,Adult
84,0.46,Child
450,2.23,Adult
74,0.4,Child
511,2.59,Adult
73,0.37,Child
456,2.24,Adult
591,2.81,Adult
296,1.38,Teen
649,3.3,Adult
518,2.6,Adult
120,0.66,Child
76,0.41,Child
290,1.54,Teen
555,2.84,Adult
533,2.69,Adult
634,3.29,Adult
269,1.21,Teen
279,1.28,Teen
107,0.45,Child
314,1.67,Teen
84,0.48,Child
129,0.59,Child
309,1.53,Teen
611,2.93,Adult
122,0.52,Child
114,0.5,Child
321,1.53,Teen
478,2.49,Adult
79,0.42,Child
127,0.69,Child
585,3.0,Adult
118,0.58,Child
236,1.15,Teen
77,0.38,Child
130,0.7,Child
533,2.73,Adult
233,1.21,Teen
97,0.43,Child
292,1.37,Teen
469,2.24,Adult
501,2.48,Adult
116,0.61,Child
262,1.31,Teen
89,0.49,Child
98,0.49,Child
281,1.36,Teen
591,3.04,Adult
323,1.75,Teen
254,1.37,Teen
111,0.63,Child
321,1.74,Teen
81,0.46,Child
584,2.88,Adult
81,0.42,Child
128,0.69,Child
650,3.29,Adult
83,0.45,Child
509,2.66,Adult
483,2.3,Adult
456,2.28,Adult
121,0.62,Child
271,1.34,Teen
130,0.74,Child
83,0.46,Child
552,2.84,Adult
311,1.68,Teen
238,1.13,Teen
256,1.22,Teen
542,2.66,Adult
259,1.21,Teen
81,0.46,Child
297,1.35,Teen
139,0.75,Child
572,2.92,Adult
490,2.42,Adult
269,1.22,Teen
126,0.7,Child
309,1.52,Teen
599,2.98,Adult
489,2.43,Adult
87,0.48,Child
309,1.44,Teen
641,3.29,Adult
529,2.69,Adult
543,2.69,Adult
303,1.49,Teen
307,1.42,Teen
112,0.6,Child
451,2.28,Adult
547,2.73,Adult
84,0.37,Child
254,1.15,Teen
124,0.69,Child
105,0.45,Child
473,2.44,Adult
269,1.25,Teen
490,2.4,Adult
545,2.84,Adult
97,0.53,Child
647,3.18,Adult
300,1.56,Teen
509,2.58,Adult
74,0.38,Child
264,1.38,Teen
546,2.8,Adult
254,1.34,Teen
325,1.75,Teen
519,2.51,Adult
275,1.27,Teen
297,1.51,Teen
452,2.35,Adult
610,3.04,Adult
121,0.58,Child
231,1.21,Teen
98,0.49,Child
85,0.38,Child
327,1.68,Teen
114,0.6,Child
484,2.48,Adult
641,3.15,Adult
112,0.49,Child
605,3.15,Adult
250,1.17,Teen
578,2.91,Adult
116,0.57,Child
295,1.35,Teen
310,1.59,Teen
276,1.36,Teen
610,3.17,Adult
605,2.88,Adult
472,2.32,Adult
620,3.0,Adult
75,0.36,Child
309,1.44,Teen
134,0.57,Child
486,2.44,Adult
512,2.45,Adult
245,1.17,Teen
80,0.35,Child
320,1.58,Teen
127,0.67,Child
245,1.23,Teen
589,2.95,Adult
325,1.74,Teen
74,0.35,Child
113,0.62,Child
516,2.58,Adult
306,1.67,Teen
583,2.89,Adult
264,1.25,Teen
128,0.65,Child
72,0.35,Child
522,2.48,Adult
452,2.21,Adult
598,3.05,Adult
73,0.35,Child
284,1.3,Teen
230,1.17,Teen
133,0.6,Child
296,1.44,Teen
290,1.42,Teen
90,0.47,Child
277,1.45,Teen
464,2.28,Adult
135,0.6,Child
86,0.49,Child
121,0.67,Child
565,2.81,Adult
548,2.76,Adult
591,3.08,Adult
230,1.21,Teen
562,2.8,Adult
290,1.54,Teen
549,2.78,Adult
285,1.43,Teen
554,2.68,Adult
101,0.53,Child
294,1.59,Teen
236,1.29,Teen
77,0.39,Child
330,1.72,Teen
642,3.3,Adult
275,1.25,Teen
120,0.55,Child
230,1.11,Teen
110,0.55,Child
266,1.34,Teen
621,3.02,Adult
327,1.48,Teen
320,1.45,Teen
262,1.2,Teen
625,3.04,Adult
73,0.42,Child
241,1.14,Teen
249,1.14,Teen
586,3.05,Adult
516,2.61,Adult
139,0.71,Child
277,1.38,Teen
545,2.74,Adult
459,2.39,Adult
259,1.23,Teen
299,1.56,Teen
103,0.45,Child
636,3.21,Adult
603,2.93,Adult
120,0.59,Child
95,0.41,Child
84,0.43,Child
569,2.93,Adult
117,0.58,Child
588,2.88,Adult
478,2.41,Adult
107,0.57,Child
111,0.63,Child
461,2.24,Adult
82,0.37,Child
111,0.6,Child
554,2.77,Adult
85,0.48,Child
591,2.97,Adult
260,1.26,Teen
478,2.47,Adult
521,2.59,Adult
616,3.02,Adult
92,0.5,Child
613,2.97,Adult
119,0.67,Child
613,3.06,Adult
273,1.23,Teen
82,0.42,Child
247,1.34,Teen
582,2.89,Adult
268,1.42,Teen
265,1.36,Teen
100,0.52,Child
280,1.54,Teen
274,1.43,Teen
303,1.43,Teen
263,1.42,Teen
127,0.71,Child
87,0.49,Child
519,2.56,Adult
516,2.71,Adult
255,1.38,Teen
136,0.63,Child
123,0.67,Child
584,2.95,Adult
237,1.29,Teen
98,0.46,Child
108,0.56,Child
591,2.91,Adult
233,1.24,Teen
123,0.59,Child
292,1.35,Teen
320,1.54,Teen
236,1.13,Teen
261,1.28,Teen
243,1.29,Teen
467,2.32,Adult
248,1.26,Teen
231,1.27,Teen
330,1.7,Teen
309,1.41,Teen
283,1.28,Teen
522,2.72,Adult
461,2.23,Adult
109,0.61,Child
269,1.33,Teen
505,2.5,Adult
622,3.12,Adult
83,0.47,Child
466,2.37,Adult
258,1.23,Teen
543,2.66,Adult
266,1.25,Teen
82,0.44,Child
455,2.25,Adult
110,0.63,Child
106,0.49,Child
104,0.55,Child
312,1.5,Teen
285,1.44,Teen
565,2.84,Adult
101,0.47,Child
315,1.71,Teen
282,1.48,Teen
97,0.45,Child
87,0.42,Child
90,0.38,Child
275,1.31,Teen
112,0.5,Child
277,1.49,Teen
112,0.63,Child
575,2.93,Adult
273,1.44,Teen
236,1.21,Teen
598,3.1,Adult
643,3.16,Adult
294,1.35,Teen
292,1.38,Teen
85,0.47,Child
487,2.52,Adult
103,0.53,Child
240,1.21,Teen
305,1.46,Teen
104,0.47,Child
584,3.05,Adult
287,1.58,Teen
579,2.87,Adult
269,1.29,Teen
305,1.62,Teen
482,2.5,Adult
251,1.28,Teen
240,1.18,Teen
252,1.26,Teen
262,1.29,Teen
264,1.3,Teen
239,1.14,Teen
111,0.63,Child
566,2.97,Adult
323,1.47,Teen
112,0.5,Child
247,1.19,Teen
286,1.39,Teen
120,0.54,Child
75,0.35,Child
318,1.71,Teen
638,3.3,Adult
255,1.24,Teen
582,2.88,Adult
561,2.9,Adult
597,3.11,Adult
104,0.6,Child
620,3.02,Adult
462,2.34,Adult
272,1.42,Teen
113,0.54,Child
597,3.08,Adult
248,1.36,Teen
232,1.1,Teen
645,3.26,Adult
237,1.2,Teen
519,2.54,Adult
118,0.57,Child
285,1.45,Teen
91,0.44,Child
252,1.27,Teen
564,2.9,Adult
104,0.53,Child
91,0.49,Child
101,0.46,Child
590,2.93,Adult
239,1.25,Teen
504,2.58,Adult
136,0.75,Child
78,0.4,Child
89,0.45,Child
450,2.35,Adult
534,2.64,Adult
602,2.89,Adult
239,1.11,Teen
494,2.58,Adult
89,0.44,Child
85,0.38,Child
256,1.3,Teen
497,2.41,Adult
136,0.6,Child
114,0.6,Child
322,1.49,Teen
546,2.61,Adult
261,1.32,Teen
497,2.6,Adult
249,1.34,Teen
277,1.37,Teen
282,1.54,Teen
501,2.44,Adult
511,2.45,Adult
128,0.66,Child
296,1.35,Teen
87,0.38,Child
109,0.62,Child
553,2.67,Adult
308,1.66,Teen
100,0.46,Child
84,0.46,Child
476,2.41,Adult
245,1.24,Teen
113,0.6,Child
239,1.3,Teen
647,3.17,Adult
283,1.31,Teen
570,2.72,Adult
621,3.08,Adult
559,2.83,Adult
555,2.88,Adult
231,1.2,Teen
297,1.57,Teen
116,0.65,Child
552,2.87,Adult
277,1.29,Teen
278,1.52,Teen
610,3.19,Adult
91,0.52,Child
619,3.17,Adult
589,2.99,Adult
324,1.65,Teen
547,2.73,Adult
305,1.52,Teen
89,0.45,Child
127,0.55,Child
235,1.21,Teen
70,0.37,Child
76,0.4,Child
279,1.28,Teen
260,1.35,Teen
105,0.47,Child
310,1.56,Teen
120,0.58,Child
557,2.78,Adult
650,3.23,Adult
245,1.31,Teen
276,1.38,Teen
508,2.62,Adult
323,1.55,Teen
123,0.58,Child
244,1.15,Teen
234,1.14,Teen
324,1.69,Teen
97,0.41,Child
303,1.66,Teen
632,3.04,Adult
650,3.3,Adult
303,1.37,Teen
291,1.42,Teen
497,2.45,Adult
543,2.74,Adult
320,1.75,Teen
518,2.63,Adult
505,2.54,Adult
116,0.51,Child
492,2.58,Adult
630,2.99,Adult
289,1.56,Teen
239,1.19,Teen
599,3.13,Adult
280,1.35,Teen
99,0.55,Child
305,1.43,Teen
101,0.56,Child
270,1.3,Teen
93,0.44,Child
275,1.48,Teen
117,0.58,Child
112,0.63,Child
474,2.3,Adult
273,1.4,Teen
108,0.52,Child
263,1.21,Teen
258,1.42,Teen
293,1.6,Teen
114,0.63,Child
454,2.3,Adult
520,2.61,Adult
92,0.46,Child
258,1.33,Teen
94,0.48,Child
589,2.8,Adult
124,0.6,Child
310,1.59,Teen
523,2.74,Adult
126,0.59,Child
273,1.5,Teen
636,3.27,Adult
491,2.56,Adult
266,1.37,Teen
249,1.32,Teen
75,0.36,Child
122,0.53,Child
123,0.54,Child
76,0.35,Child
77,0.35,Child
568,2.81,Adult
102,0.51,Child
230,1.22,Teen
469,2.44,Adult
458,2.2,Adult
474,2.3,Adult
294,1.48,Teen
300,1.4,Teen
325,1.52,Teen
126,0.6,Child
82,0.39,Child
73,0.35,Child
230,1.1,Teen
269,1.38,Teen
579,3.03,Adult
497,2.48,Adult
594,2.93,Adult
249,1.26,Teen
502,2.59,Adult
636,3.08,Adult
112,0.56,Child
314,1.59,Teen
467,2.36,Adult
566,2.76,Adult
243,1.1,Teen
524,2.61,Adult
543,2.82,Adult
460,2.25,Adult
107,0.47,Child
542,2.63,Adult
525,2.6,Adult
114,0.64,Child
562,2.89,Adult
451,2.35,Adult
510,2.68,Adult
572,2.8,Adult
584,3.05,Adult
239,1.28,Teen
295,1.33,Teen
113,0.5,Child
100,0.54,Child
137,0.7,Child
278,1.34,Teen
269,1.29,Teen
133,0.75,Child
317,1.53,Teen
100,0.46,Child
317,1.46,Teen
87,0.42,Child
243,1.3,Teen
280,1.52,Teen
240,1.13,Teen
118,0.66,Child
589,2.98,Adult
325,1.59,Teen
257,1.25,Teen
492,2.57,Adult
89,0.49,Child
114,0.49,Child
235,1.22,Teen
504,2.59,Adult
311,1.54,Teen
504,2.54,Adult
482,2.3,Adult
330,1.56,Teen
138,0.68,Child
110,0.5,Child
628,3.13,Adult
233,1.21,Teen
268,1.23,Teen
476,2.26,Adult
100,0.57,Child
564,2.81,Adult
281,1.54,Teen
115,0.65,Child
323,1.75,Teen
243,1.31,Teen
83,0.38,Child
324,1.7,Teen
555,2.87,Adult
102,0.44,Child
330,1.62,Teen
87,0.4,Child
109,0.52,Child
587,2.96,Adult
558,2.74,Adult
302,1.52,Teen
456,2.3,Adult
311,1.44,Teen
88,0.47,Child
483,2.31,Adult
76,0.43,Child
237,1.11,Teen
104,0.52,Child
565,2.7,Adult
330,1.72,Teen
130,0.61,Child
576,2.91,Adult
259,1.4,Teen
638,3.19,Adult
505,2.52,Adult
277,1.47,Teen
643,3.07,Adult
451,2.23,Adult
92,0.5,Child
250,1.24,Teen
248,1.21,Teen
465,2.24,Adult
305,1.42,Teen
508,2.63,Adult
503,2.6,Adult
132,0.57,Child
300,1.65,Teen
648,3.14,Adult
646,3.27,Adult
83,0.46,Child
248,1.17,Teen
262,1.37,Teen
131,0.63,Child
576,2.96,Adult
571,2.88,Adult
72,0.39,Child
523,2.74,Adult
130,0.55,Child
642,3.13,Adult
591,2.88,Adult
309,1.53,Teen
105,0.47,Child
89,0.43,Child
230,1.13,Teen
284,1.3,Teen
104,0.53,Child
519,2.51,Adult
303,1.38,Teen
631,3.06,Adult
316,1.73,Teen
602,2.95,Adult
292,1.39,Teen
129,0.66,Child
237,1.17,Teen
258,1.35,Teen
481,2.33,Adult
609,2.94,Adult
301,1.62,Teen
249,1.13,Teen
620,2.98,Adult
556,2.86,Adult
75,0.35,Child
71,0.35,Child
263,1.36,Teen
284,1.43,Teen
110,0.58,Child
115,0.59,Child
606,2.98,Adult
78,0.35,Child
315,1.49,Teen
242,1.19,Teen
96,0.51,Child
111,0.52,Child
327,1.64,Teen
272,1.45,Teen
559,2.9,Adult
120,0.53,Child
127,0.58,Child
453,2.23,Adult
133,0.66,Child
642,3.15,Adult
578,2.98,Adult
121,0.55,Child
101,0.47,Child
605,2.93,Adult
247,1.31,Teen
450,2.29,Adult
540,2.7,Adult
645,3.23,Adult
610,3.09,Adult
611,2.97,Adult
318,1.66,Teen
102,0.48,Child
125,0.53,Child
79,0.35,Child
558,2.76,Adult
302,1.57,Teen
596,2.97,Adult
130,0.58,Child
294,1.36,Teen
136,0.73,Child
622,3.21,Adult
498,2.41,Adult
322,1.49,Teen
244,1.19,Teen
126,0.65,Child
542,2.84,Adult
96,0.53,Child
278,1.36,Teen
620,3.14,Adult
85,0.41,Child
594,3.04,Adult
99,0.52,Child
92,0.42,Child
235,1.24,Teen
89,0.41,Child
253,1.21,Teen
128,0.64,Child
483,2.41,Adult
288,1.48,Teen
119,0.59,Child
625,3.13,Adult
129,0.67,Child
85,0.37,Child
236,1.29,Teen
117,0.67,Child
118,0.64,Child
123,0.62,Child
322,1.49,Teen
303,1.58,Teen
293,1.54,Teen
256,1.23,Teen
120,0.52,Child
237,1.22,Teen
250,1.28,Teen
318,1.46,Teen
504,2.54,Adult
313,1.49,Teen
496,2.54,Adult
104,0.55,Child
76,0.42,Child
452,2.2,Adult
647,3.26,Adult
121,0.59,Child
135,0.59,Child
112,0.54,Child
256,1.36,Teen
